InvoiceNo,InvoiceDate,CustomerID
544801,23/02/2011 13:48,16145
544802,23/02/2011 13:57,13149
544803,23/02/2011 14:29,14606
544804,23/02/2011 14:40,17504
544805,23/02/2011 14:50,18068
544806,23/02/2011 14:50,15932
544807,23/02/2011 15:03,12823
544808,23/02/2011 15:11,14562
544809,23/02/2011 15:41,16692
544810,23/02/2011 15:53,17675
544811,23/02/2011 15:53,12471
544813,23/02/2011 16:23,15984
544815,23/02/2011 16:37,17171
544816,23/02/2011 16:41,13090
544817,23/02/2011 16:44,12437
544818,23/02/2011 16:45,12437
544819,23/02/2011 17:15,12748
544821,24/02/2011 09:05,12971
544822,24/02/2011 09:08,18231
544823,24/02/2011 09:28,14004
544824,24/02/2011 09:32,17139
544825,24/02/2011 09:32,15606
544826,24/02/2011 09:36,14513
544833,24/02/2011 10:10,15974
544835,24/02/2011 10:15,17830
544836,24/02/2011 10:25,17613
544837,24/02/2011 10:29,15910
544838,24/02/2011 10:34,12565
544839,24/02/2011 10:50,14841
544846,24/02/2011 11:11,16719
544847,24/02/2011 11:15,16086
544885,24/02/2011 11:38,14243
544886,24/02/2011 11:42,12582
544887,24/02/2011 11:54,17364
544888,24/02/2011 11:55,14231
544892,24/02/2011 12:00,14527
544893,24/02/2011 12:01,17865
544894,24/02/2011 12:09,15805
544895,24/02/2011 12:22,14189
544896,24/02/2011 12:25,17867
544898,24/02/2011 12:27,14880
544899,24/02/2011 12:32,13118
544900,24/02/2011 12:41,15121
544903,24/02/2011 13:43,18065
544904,24/02/2011 13:46,13018
544905,24/02/2011 13:54,17117
544906,24/02/2011 14:13,17017
544907,24/02/2011 14:15,12945
544908,24/02/2011 14:27,18056
544909,24/02/2011 14:32,14298
544910,24/02/2011 14:32,16072
544911,24/02/2011 15:01,16838
544912,24/02/2011 15:12,18198
544913,24/02/2011 15:26,15543
544914,24/02/2011 15:39,16722
544915,24/02/2011 15:41,13777
544916,24/02/2011 15:42,17377
544917,24/02/2011 15:56,13751
544918,24/02/2011 16:30,13081
544919,24/02/2011 16:31,13725
544920,24/02/2011 16:31,13081
544921,24/02/2011 16:35,17090
544922,24/02/2011 16:46,15847
544923,24/02/2011 17:14,12877
544924,24/02/2011 17:18,13851
544925,24/02/2011 17:28,16997
544926,24/02/2011 17:50,13468
544929,24/02/2011 18:14,15189
544930,24/02/2011 18:26,17472
544931,24/02/2011 18:59,13501
544932,25/02/2011 08:14,16133
544933,25/02/2011 08:44,12633
544934,25/02/2011 09:01,13345
544935,25/02/2011 09:09,13870
544936,25/02/2011 09:37,15769
544937,25/02/2011 10:09,12839
544939,25/02/2011 10:10,17034
544940,25/02/2011 10:19,16592
544941,25/02/2011 10:25,12841
544942,25/02/2011 10:29,15544
544943,25/02/2011 10:39,15845
544944,25/02/2011 10:46,14541
544945,25/02/2011 10:53,17735
544968,25/02/2011 11:30,13458
544969,25/02/2011 11:32,15712
544970,25/02/2011 11:33,13362
544996,25/02/2011 11:53,12474
544998,25/02/2011 11:56,14470
544999,25/02/2011 12:28,17388
545000,25/02/2011 12:37,15281
545001,25/02/2011 12:40,16841
545002,25/02/2011 12:43,13001
545004,25/02/2011 12:48,13753
545011,25/02/2011 13:05,13666
545012,25/02/2011 13:08,13666
545013,25/02/2011 13:09,13093
545014,25/02/2011 13:15,18223
545015,25/02/2011 13:40,13742
545016,25/02/2011 13:51,16473
545017,25/02/2011 13:51,12361
545018,25/02/2011 13:53,14481
545019,25/02/2011 13:56,15093
545020,25/02/2011 14:03,13792
545021,25/02/2011 14:11,17663
545022,25/02/2011 14:24,12921
545023,25/02/2011 14:25,12921
545026,25/02/2011 14:51,15939
545028,25/02/2011 15:21,13973
545029,25/02/2011 15:27,14541
545030,25/02/2011 15:32,13798
545031,25/02/2011 15:35,15990
545032,25/02/2011 15:37,14051
545034,25/02/2011 16:42,13493
545035,25/02/2011 17:03,15078
545036,25/02/2011 17:25,14573
545037,27/02/2011 10:02,14532
545038,27/02/2011 10:13,13684
545039,27/02/2011 10:22,17243
545041,27/02/2011 10:30,14952
545042,27/02/2011 10:41,13261
545043,27/02/2011 11:05,16407
545044,27/02/2011 11:31,15738
545045,27/02/2011 11:40,15708
545046,27/02/2011 11:42,16598
545047,27/02/2011 11:42,14147
545048,27/02/2011 11:48,14810
545049,27/02/2011 11:53,15046
545050,27/02/2011 11:57,15951
545051,27/02/2011 11:58,12599
545052,27/02/2011 12:27,13971
545053,27/02/2011 12:41,17516
545054,27/02/2011 12:41,14472
545055,27/02/2011 12:45,17516
545056,27/02/2011 12:48,16745
545057,27/02/2011 12:49,13630
545058,27/02/2011 13:03,13767
545059,27/02/2011 13:04,14157
545060,27/02/2011 13:47,15547
545061,27/02/2011 13:52,15547
545062,27/02/2011 14:07,12748
545063,27/02/2011 14:26,14606
545064,27/02/2011 14:29,13636
545065,27/02/2011 14:43,12431
545066,27/02/2011 14:44,13610
545067,27/02/2011 14:49,17894
545069,27/02/2011 15:25,14745
545070,27/02/2011 15:42,16493
545071,27/02/2011 15:59,15996
545072,28/02/2011 08:43,12781
545073,28/02/2011 09:26,14036
545074,28/02/2011 09:28,17655
545075,28/02/2011 09:33,14211
545076,28/02/2011 09:43,15235
545077,28/02/2011 10:07,14616
545079,28/02/2011 10:30,18283
545080,28/02/2011 10:33,13004
545081,28/02/2011 10:35,16057
545082,28/02/2011 10:37,16992
545083,28/02/2011 10:40,15724
545084,28/02/2011 10:55,12458
545085,28/02/2011 11:19,15039
545086,28/02/2011 11:43,12678
545087,28/02/2011 11:46,16422
545103,28/02/2011 11:57,15039
545105,28/02/2011 11:58,12598
545140,28/02/2011 12:08,12464
545148,28/02/2011 12:14,13675
545149,28/02/2011 12:19,15062
545150,28/02/2011 12:27,14227
545151,28/02/2011 12:46,16668
545152,28/02/2011 12:47,15227
545153,28/02/2011 12:57,16667
545154,28/02/2011 13:09,12921
545155,28/02/2011 13:25,14527
545156,28/02/2011 13:27,13509
545157,28/02/2011 13:27,14239
545158,28/02/2011 13:28,15874
545159,28/02/2011 13:31,12748
545161,28/02/2011 13:34,16187
545162,28/02/2011 13:35,16187
545163,28/02/2011 13:39,16607
545164,28/02/2011 13:40,16458
545165,28/02/2011 13:41,16339
545166,28/02/2011 14:03,17027
545170,28/02/2011 14:15,14078
545180,28/02/2011 14:42,12728
545181,28/02/2011 14:45,12509
545182,28/02/2011 14:48,14046
545183,28/02/2011 14:59,15570
545184,28/02/2011 15:00,13292
545185,28/02/2011 15:04,16027
545186,28/02/2011 15:05,17841
545187,28/02/2011 15:18,16427
545188,28/02/2011 15:19,14056
545190,28/02/2011 15:32,15656
545191,28/02/2011 15:39,12811
545213,28/02/2011 16:36,16518
545214,28/02/2011 16:39,17165
545218,28/02/2011 17:01,17462
545220,01/03/2011 08:30,14620
545221,01/03/2011 08:35,14740
545222,01/03/2011 08:49,13880
545223,01/03/2011 08:58,16462
545224,01/03/2011 09:03,17068
545225,01/03/2011 09:22,12971
545226,01/03/2011 09:33,12428
545227,01/03/2011 09:35,12428
545228,01/03/2011 09:47,16078
545229,01/03/2011 09:52,16915
545231,01/03/2011 10:08,15194
545232,01/03/2011 10:19,15676
545233,01/03/2011 10:25,18044
545234,01/03/2011 10:26,18075
545235,01/03/2011 10:31,12683
545237,01/03/2011 10:38,15709
545238,01/03/2011 11:02,15241
545276,01/03/2011 11:30,12933
545279,01/03/2011 11:36,17811
545287,01/03/2011 11:42,15971
545288,01/03/2011 11:48,15311
545289,01/03/2011 11:55,14732
545290,01/03/2011 12:01,14688
545294,01/03/2011 12:07,17965
545295,01/03/2011 12:09,12709
545300,01/03/2011 12:24,15092
545301,01/03/2011 12:26,12679
545302,01/03/2011 12:46,14506
545303,01/03/2011 12:48,15319
545304,01/03/2011 12:51,16212
545305,01/03/2011 12:58,15257
545306,01/03/2011 13:04,17027
545308,01/03/2011 13:19,14656
545309,01/03/2011 13:40,13884
545310,01/03/2011 13:45,15456
545311,01/03/2011 13:45,15660
545312,01/03/2011 13:51,15456
545313,01/03/2011 13:55,15953
545314,01/03/2011 14:11,12866
545318,01/03/2011 14:26,14676
545319,01/03/2011 14:42,16839
545320,01/03/2011 14:47,14156
545321,01/03/2011 14:53,12747
545322,01/03/2011 14:56,13599
545323,01/03/2011 14:57,12352
545324,01/03/2011 14:58,13110
545325,01/03/2011 15:01,16525
545326,01/03/2011 15:12,14560
545327,01/03/2011 15:16,13166
545328,01/03/2011 15:47,16389
545331,01/03/2011 15:49,17961
545332,01/03/2011 15:52,12352
545334,01/03/2011 16:34,15750
545336,01/03/2011 16:53,12428
545337,01/03/2011 17:28,15984
545338,01/03/2011 17:32,17449
545339,02/03/2011 08:26,14292
545340,02/03/2011 08:41,15416
545341,02/03/2011 09:03,17949
545342,02/03/2011 09:04,13497
545343,02/03/2011 09:05,15733
545344,02/03/2011 09:24,16678
545345,02/03/2011 09:33,14180
545346,02/03/2011 09:49,12834
545347,02/03/2011 10:20,13094
545348,02/03/2011 10:49,12913
545349,02/03/2011 11:07,18118
545377,02/03/2011 11:32,14606
545398,02/03/2011 11:43,13722
545399,02/03/2011 11:48,14934
545400,02/03/2011 12:03,17048
545408,02/03/2011 12:10,15067
545410,02/03/2011 12:18,16670
545411,02/03/2011 12:21,16128
545412,02/03/2011 12:24,15061
545413,02/03/2011 12:24,15061
545414,02/03/2011 12:43,12980
545415,02/03/2011 13:03,15641
545416,02/03/2011 13:35,17770
545417,02/03/2011 13:42,15622
545418,02/03/2011 13:56,14473
545419,02/03/2011 14:16,15104
545423,02/03/2011 14:34,15643
545425,02/03/2011 14:39,16792
545426,02/03/2011 14:41,15189
545427,02/03/2011 14:41,16792
545428,02/03/2011 14:43,14239
545429,02/03/2011 14:46,15031
545430,02/03/2011 14:50,15636
545431,02/03/2011 14:58,12873
545433,02/03/2011 15:15,17923
545435,02/03/2011 15:28,16217
545441,02/03/2011 16:17,14657
545445,02/03/2011 16:26,17738
545447,02/03/2011 16:34,17426
545448,02/03/2011 16:35,12753
545459,02/03/2011 17:21,17576
545460,02/03/2011 17:32,13230
545461,03/03/2011 08:24,14388
545462,03/03/2011 08:24,17567
545463,03/03/2011 08:36,13784
545465,03/03/2011 09:25,16957
545466,03/03/2011 09:26,18102
545467,03/03/2011 09:39,15304
545468,03/03/2011 09:41,16571
545469,03/03/2011 10:09,17646
545470,03/03/2011 10:26,14483
545471,03/03/2011 10:34,15087
545474,03/03/2011 10:55,16709
545475,03/03/2011 10:59,12415
545477,03/03/2011 11:07,14573
545503,03/03/2011 11:34,15719
545505,03/03/2011 11:40,17856
545512,03/03/2011 12:00,17389
545514,03/03/2011 12:06,15053
545515,03/03/2011 12:06,12727
545517,03/03/2011 12:20,12727
545518,03/03/2011 12:24,18218
545519,03/03/2011 12:27,16159
545521,03/03/2011 12:30,17995
545522,03/03/2011 12:35,15596
545523,03/03/2011 12:41,14524
545524,03/03/2011 12:53,17374
545526,03/03/2011 13:14,17789
545530,03/03/2011 13:45,17416
545533,03/03/2011 14:04,12524
545534,03/03/2011 14:05,17652
545535,03/03/2011 14:09,13199
545536,03/03/2011 14:12,12417
545543,03/03/2011 14:43,13476
545544,03/03/2011 14:56,14057
545545,03/03/2011 15:02,17841
545550,03/03/2011 15:11,18041
545555,03/03/2011 15:17,17757
545557,03/03/2011 15:30,12500
545558,03/03/2011 15:31,17873
545559,03/03/2011 15:31,15005
545570,03/03/2011 16:28,12817
545571,03/03/2011 16:34,17700
545573,03/03/2011 16:58,15393
545574,03/03/2011 18:16,13959
545575,03/03/2011 18:28,13014
545576,03/03/2011 18:46,15611
545577,03/03/2011 19:18,14702
545578,03/03/2011 19:21,13715
545579,04/03/2011 08:10,17508
545580,04/03/2011 08:43,13931
545582,04/03/2011 09:05,13694
545583,04/03/2011 09:08,12553
545585,04/03/2011 09:32,12541
545587,04/03/2011 09:46,14796
545588,04/03/2011 10:03,13382
545589,04/03/2011 10:21,17001
545590,04/03/2011 10:24,15220
545591,04/03/2011 10:28,17581
545592,04/03/2011 10:30,17581
545593,04/03/2011 10:31,17581
545595,04/03/2011 10:39,14570
545596,04/03/2011 10:49,14447
545597,04/03/2011 10:58,14570
545601,04/03/2011 11:49,15827
545602,04/03/2011 11:49,17315
545603,04/03/2011 11:49,15827
545630,04/03/2011 12:06,14466
545634,04/03/2011 12:12,14911
545635,04/03/2011 12:14,13557
545636,04/03/2011 12:15,16449
545637,04/03/2011 12:16,15514
545638,04/03/2011 12:26,13113
545644,04/03/2011 12:37,16333
545645,04/03/2011 12:42,12755
545646,04/03/2011 12:42,14779
545647,04/03/2011 12:46,12547
545648,04/03/2011 13:09,17325
545649,04/03/2011 13:14,14995
545652,04/03/2011 13:27,16414
545653,04/03/2011 13:39,15311
545654,04/03/2011 13:46,15681
545655,04/03/2011 13:58,14670
545656,04/03/2011 13:58,14057
545657,04/03/2011 14:02,14911
545658,04/03/2011 14:13,14670
545659,04/03/2011 14:21,15675
545660,04/03/2011 14:28,17191
545661,04/03/2011 14:41,15358
545662,04/03/2011 14:42,15358
545663,04/03/2011 14:52,13491
545664,04/03/2011 15:15,12584
545665,04/03/2011 15:20,17535
545668,04/03/2011 17:02,14031
545669,06/03/2011 10:05,17243
545670,06/03/2011 10:07,15465
545675,06/03/2011 10:26,18223
545676,06/03/2011 10:26,15034
545680,06/03/2011 11:27,15400
545681,06/03/2011 11:28,16923
545682,06/03/2011 11:39,14701
545683,06/03/2011 11:50,14903
545684,06/03/2011 11:52,15606
545685,06/03/2011 11:55,14499
545686,06/03/2011 12:09,18211
545687,06/03/2011 12:20,17769
545688,06/03/2011 12:42,16033
545690,06/03/2011 12:46,13263
545691,06/03/2011 12:52,14161
545692,06/03/2011 12:58,17428
545693,06/03/2011 14:09,16422
545694,06/03/2011 14:10,16422
545695,06/03/2011 14:15,17050
545696,06/03/2011 14:21,15696
545697,06/03/2011 14:38,14504
545698,06/03/2011 14:44,15572
545699,06/03/2011 14:50,15572
545700,06/03/2011 14:57,17811
545701,06/03/2011 15:17,17107
545702,06/03/2011 15:21,14247
545704,07/03/2011 08:30,16638
545705,07/03/2011 09:00,15554
545706,07/03/2011 09:10,12712
545707,07/03/2011 09:35,13881
545708,07/03/2011 09:39,14915
545709,07/03/2011 09:49,12708
545710,07/03/2011 09:52,13117
545711,07/03/2011 09:52,16136
545712,07/03/2011 09:52,18280
545718,07/03/2011 10:22,12614
545719,07/03/2011 10:28,13344
545721,07/03/2011 10:52,15039
545722,07/03/2011 11:06,16013
545725,07/03/2011 11:32,16621
545738,07/03/2011 11:44,17571
545748,07/03/2011 11:52,17381
545752,07/03/2011 11:54,17381
545759,07/03/2011 11:56,16316
545764,07/03/2011 12:00,13408
545790,07/03/2011 12:12,16316
545797,07/03/2011 12:17,16225
545812,07/03/2011 12:26,14214
545815,07/03/2011 12:26,14012
545819,07/03/2011 12:31,16356
545820,07/03/2011 12:46,13884
545821,07/03/2011 12:50,13001
545822,07/03/2011 12:53,13884
545826,07/03/2011 13:03,17696
545830,07/03/2011 13:10,17634
545835,07/03/2011 13:17,17654
545838,07/03/2011 13:33,14606
545842,07/03/2011 13:37,15498
545845,07/03/2011 13:38,12754
545851,07/03/2011 13:45,15026
545853,07/03/2011 13:50,16517
545854,07/03/2011 13:51,14817
545855,07/03/2011 13:52,15290
545856,07/03/2011 13:54,16225
545859,07/03/2011 14:10,15498
545865,07/03/2011 14:17,15769
545868,07/03/2011 14:33,17841
545869,07/03/2011 14:45,17162
545870,07/03/2011 14:45,17162
545871,07/03/2011 14:51,17092
545872,07/03/2011 14:51,15752
545873,07/03/2011 14:54,13092
545874,07/03/2011 15:02,12841
545883,07/03/2011 15:40,15974
545888,07/03/2011 16:14,13798
545889,07/03/2011 16:14,15291
545890,07/03/2011 16:39,16782
545894,07/03/2011 17:04,16242
545896,07/03/2011 17:19,15869
545898,07/03/2011 17:23,15869
545899,07/03/2011 17:30,17817
545900,07/03/2011 17:42,17817
545901,07/03/2011 17:52,15834
545902,07/03/2011 17:55,15834
545904,08/03/2011 08:52,13468
545905,08/03/2011 08:53,15234
545906,08/03/2011 09:23,15764
545907,08/03/2011 09:24,15806
545908,08/03/2011 09:26,14709
545909,08/03/2011 09:45,15819
545910,08/03/2011 10:04,14586
545911,08/03/2011 10:12,17940
545912,08/03/2011 10:33,15944
545913,08/03/2011 10:39,16779
545914,08/03/2011 11:39,13340
545915,08/03/2011 11:44,17419
545916,08/03/2011 11:46,12528
545918,08/03/2011 11:55,16917
545928,08/03/2011 11:59,14407
545933,08/03/2011 12:04,13908
545937,08/03/2011 12:05,12758
545945,08/03/2011 12:07,16710
545978,08/03/2011 12:19,13975
545979,08/03/2011 12:30,12748
545980,08/03/2011 12:49,14730
545987,08/03/2011 12:51,17389
545988,08/03/2011 12:52,12662
545989,08/03/2011 12:57,14560
545991,08/03/2011 13:12,15311
545992,08/03/2011 13:21,16927
545993,08/03/2011 13:23,13777
545994,08/03/2011 13:50,12623
545995,08/03/2011 13:54,15023
545996,08/03/2011 14:12,14367
545998,08/03/2011 14:35,13373
545999,08/03/2011 14:44,13089
546000,08/03/2011 14:47,13089
546001,08/03/2011 15:03,13854
546003,08/03/2011 15:07,16712
546005,08/03/2011 15:17,14426
546006,08/03/2011 15:22,17639
546009,08/03/2011 15:45,16426
546011,08/03/2011 16:31,17306
546013,08/03/2011 16:38,16495
546014,08/03/2011 16:39,16495
546015,08/03/2011 16:48,14336
546017,08/03/2011 17:23,14507
546019,08/03/2011 17:25,14507
546027,09/03/2011 08:09,12759
546028,09/03/2011 08:33,17049
546029,09/03/2011 08:59,15206
546030,09/03/2011 08:59,14013
546031,09/03/2011 09:11,13267
546032,09/03/2011 09:11,13267
546033,09/03/2011 09:12,13267
546034,09/03/2011 09:44,14032
546035,09/03/2011 09:50,12924
546036,09/03/2011 09:52,14645
546037,09/03/2011 10:00,14825
546038,09/03/2011 10:19,15071
546062,09/03/2011 10:51,16221
546067,09/03/2011 10:58,17450
546079,09/03/2011 11:05,14534
546082,09/03/2011 11:25,12971
546083,09/03/2011 11:27,12971
546084,09/03/2011 11:28,14112
546087,09/03/2011 11:35,13026
546088,09/03/2011 11:44,12881
546089,09/03/2011 11:44,17864
546090,09/03/2011 11:48,16525
546091,09/03/2011 11:53,14936
546092,09/03/2011 11:54,17138
546096,09/03/2011 11:59,15502
546100,09/03/2011 12:04,16572
546101,09/03/2011 12:12,14803
546102,09/03/2011 12:12,16316
546103,09/03/2011 12:14,13093
546104,09/03/2011 12:19,14527
546105,09/03/2011 12:21,14662
546107,09/03/2011 12:33,17238
546108,09/03/2011 12:35,15529
546110,09/03/2011 12:38,17770
546111,09/03/2011 12:39,14165
546112,09/03/2011 12:44,15769
546113,09/03/2011 13:18,14344
546115,09/03/2011 13:50,15379
546116,09/03/2011 13:53,15367
546117,09/03/2011 13:56,16771
546118,09/03/2011 14:14,13078
546119,09/03/2011 14:22,16945
546120,09/03/2011 14:23,16945
546121,09/03/2011 14:30,14085
546122,09/03/2011 14:32,15581
546123,09/03/2011 14:49,16419
546127,09/03/2011 14:57,17730
546132,09/03/2011 15:17,15057
546133,09/03/2011 15:20,14291
546134,09/03/2011 15:35,13493
546135,09/03/2011 15:47,12388
546153,10/03/2011 07:42,13538
546154,10/03/2011 07:43,13953
546155,10/03/2011 08:29,15632
546156,10/03/2011 08:31,14297
546157,10/03/2011 08:40,13502
546158,10/03/2011 09:30,13899
546159,10/03/2011 09:41,16471
546160,10/03/2011 09:49,15838
546161,10/03/2011 09:52,17404
546163,10/03/2011 10:03,17377
546164,10/03/2011 10:04,15939
546165,10/03/2011 10:08,18183
546166,10/03/2011 10:10,16553
546169,10/03/2011 10:27,14603
546171,10/03/2011 10:31,16359
546172,10/03/2011 10:32,14156
546182,10/03/2011 10:53,14334
546189,10/03/2011 10:56,13102
546190,10/03/2011 10:57,13102
546212,10/03/2011 11:33,14156
546213,10/03/2011 11:37,14156
546215,10/03/2011 11:52,14713
546216,10/03/2011 11:56,18173
546218,10/03/2011 12:11,14667
546220,10/03/2011 12:16,16745
546223,10/03/2011 12:22,14854
546230,10/03/2011 12:26,13871
546235,10/03/2011 12:42,14976
546236,10/03/2011 12:48,12370
546237,10/03/2011 12:50,16625
546239,10/03/2011 12:59,14064
546242,10/03/2011 13:07,16743
546243,10/03/2011 13:08,15308
546246,10/03/2011 13:28,14841
546247,10/03/2011 13:34,18086
546248,10/03/2011 13:46,16477
546249,10/03/2011 13:58,14606
546250,10/03/2011 14:14,14350
546251,10/03/2011 14:37,16553
546252,10/03/2011 14:42,14930
546253,10/03/2011 14:44,16080
546254,10/03/2011 14:45,14727
546255,10/03/2011 14:56,13468
546261,10/03/2011 15:01,17841
546263,10/03/2011 15:01,14156
546275,10/03/2011 15:06,13126
546279,10/03/2011 15:08,17841
546301,10/03/2011 15:21,16778
546304,10/03/2011 15:52,14077
546305,10/03/2011 16:16,14056
546310,10/03/2011 16:26,15291
546314,10/03/2011 19:05,16808
546315,11/03/2011 08:31,16558
546316,11/03/2011 08:59,17076
546317,11/03/2011 09:07,14913
546318,11/03/2011 09:20,16013
546319,11/03/2011 09:23,17949
546321,11/03/2011 09:39,16475
546322,11/03/2011 09:42,14114
546324,11/03/2011 09:54,13265
546326,11/03/2011 10:15,13798
546328,11/03/2011 10:19,14911
546329,11/03/2011 10:22,14911
546330,11/03/2011 10:30,16817
546331,11/03/2011 10:31,13133
546365,11/03/2011 11:35,12520
546366,11/03/2011 11:37,12748
546367,11/03/2011 11:38,15513
546369,11/03/2011 11:41,15513
546372,11/03/2011 11:47,13098
546373,11/03/2011 12:00,12583
546374,11/03/2011 12:05,17194
546376,11/03/2011 12:11,13842
546377,11/03/2011 12:13,15049
546378,11/03/2011 12:17,14329
546380,11/03/2011 12:26,12748
546381,11/03/2011 12:29,12748
546382,11/03/2011 12:44,18149
546383,11/03/2011 12:54,13654
546384,11/03/2011 13:03,15311
546385,11/03/2011 13:13,16652
546386,11/03/2011 13:31,14312
546387,11/03/2011 13:34,16766
546389,11/03/2011 13:56,16801
546390,11/03/2011 14:03,14083
546391,11/03/2011 14:06,17800
546392,11/03/2011 14:15,14587
546394,11/03/2011 14:26,17164
546396,11/03/2011 14:35,13226
546397,11/03/2011 14:37,12971
546398,11/03/2011 14:52,13043
546399,11/03/2011 14:58,14352
546401,11/03/2011 15:14,17994
546402,11/03/2011 15:22,13305
546403,11/03/2011 15:22,16766
546404,11/03/2011 15:42,13509
546405,11/03/2011 16:05,17351
546411,11/03/2011 16:43,12939
546412,11/03/2011 16:50,12748
546413,11/03/2011 16:54,17961
546414,13/03/2011 10:25,16768
546415,13/03/2011 10:27,17975
546417,13/03/2011 10:48,14800
546418,13/03/2011 10:57,17315
546419,13/03/2011 11:06,16693
546420,13/03/2011 11:18,14810
546421,13/03/2011 11:21,13700
546422,13/03/2011 11:38,15547
546423,13/03/2011 12:39,14502
546424,13/03/2011 12:51,13956
546425,13/03/2011 13:36,16983
546426,13/03/2011 13:46,13708
546427,13/03/2011 14:29,14606
546428,13/03/2011 14:55,12681
546429,13/03/2011 15:25,17611
546430,13/03/2011 15:55,15918
546431,14/03/2011 08:05,16954
546432,14/03/2011 08:21,14180
546433,14/03/2011 08:37,12778
546434,14/03/2011 08:41,12383
546435,14/03/2011 09:37,15671
546436,14/03/2011 09:42,14962
546437,14/03/2011 09:46,16807
546438,14/03/2011 09:59,15125
546440,14/03/2011 10:31,16871
546441,14/03/2011 10:36,15159
546442,14/03/2011 10:38,15159
546443,14/03/2011 10:41,12901
546462,14/03/2011 10:55,12845
546464,14/03/2011 10:57,13225
546465,14/03/2011 10:57,14395
546466,14/03/2011 11:04,18118
546479,14/03/2011 11:38,12682
546480,14/03/2011 11:38,13452
546486,14/03/2011 11:41,15039
546498,14/03/2011 11:44,15493
546502,14/03/2011 11:46,16005
546508,14/03/2011 12:11,15971
546509,14/03/2011 12:15,14911
546510,14/03/2011 12:17,16353
546520,14/03/2011 12:28,14911
546521,14/03/2011 12:34,16013
546522,14/03/2011 12:41,13319
546523,14/03/2011 12:42,13319
546524,14/03/2011 12:51,17811
546525,14/03/2011 12:58,14733
546526,14/03/2011 12:59,15061
546527,14/03/2011 13:00,15061
546528,14/03/2011 13:04,15311
546530,14/03/2011 13:25,17404
546531,14/03/2011 13:35,15738
546532,14/03/2011 13:36,14060
546533,14/03/2011 13:53,15388
546534,14/03/2011 13:56,16150
546537,14/03/2011 14:32,15005
546538,14/03/2011 14:51,16327
546540,14/03/2011 15:05,15061
546541,14/03/2011 15:11,14911
546542,14/03/2011 15:13,13263
546543,14/03/2011 15:40,17841
546544,14/03/2011 15:41,16570
546545,14/03/2011 15:48,16804
546549,14/03/2011 16:46,17799
546550,14/03/2011 16:54,17799
546552,15/03/2011 08:18,13082
546553,15/03/2011 08:52,13499
546554,15/03/2011 09:13,16037
546555,15/03/2011 09:22,17675
546556,15/03/2011 09:32,16156
546560,15/03/2011 10:26,12931
546561,15/03/2011 10:34,18260
546562,15/03/2011 10:45,16293
546563,15/03/2011 10:49,15047
546569,15/03/2011 10:53,14016
546580,15/03/2011 11:09,14911
546622,15/03/2011 11:30,17954
546624,15/03/2011 11:38,14193
546625,15/03/2011 11:45,17542
546631,15/03/2011 12:03,15181
546632,15/03/2011 12:05,17080
546633,15/03/2011 12:06,16168
546634,15/03/2011 12:10,14527
546635,15/03/2011 12:11,16392
546636,15/03/2011 12:19,14534
546637,15/03/2011 12:37,13854
546638,15/03/2011 12:52,15106
546639,15/03/2011 12:54,13971
546640,15/03/2011 12:56,14092
546642,15/03/2011 13:13,12779
546643,15/03/2011 13:23,16214
546644,15/03/2011 13:28,15932
546646,15/03/2011 13:49,13716
546657,15/03/2011 14:20,17816
546658,15/03/2011 14:21,15150
546659,15/03/2011 14:25,16996
546660,15/03/2011 14:32,14156
546662,15/03/2011 14:36,16782
546665,15/03/2011 15:06,15867
546667,15/03/2011 15:31,14735
546668,15/03/2011 15:33,14735
546669,15/03/2011 15:36,14226
546670,15/03/2011 15:37,13451
546677,15/03/2011 16:29,18144
546678,15/03/2011 16:39,12681
546679,15/03/2011 16:47,13121
546681,16/03/2011 08:29,16297
546682,16/03/2011 08:31,12994
546683,16/03/2011 09:38,12868
546684,16/03/2011 09:47,16152
546685,16/03/2011 09:52,15687
546686,16/03/2011 09:52,14636
546687,16/03/2011 09:58,16040
546688,16/03/2011 10:17,16497
546689,16/03/2011 10:24,16985
546690,16/03/2011 10:25,16985
546691,16/03/2011 10:45,15793
546724,16/03/2011 11:02,12845
546728,16/03/2011 11:09,13983
546729,16/03/2011 11:36,18231
546731,16/03/2011 11:39,13089
546732,16/03/2011 11:41,14606
546733,16/03/2011 11:47,16029
546734,16/03/2011 11:49,16029
546736,16/03/2011 11:52,16013
546737,16/03/2011 11:52,13358
546738,16/03/2011 11:57,16422
546739,16/03/2011 12:12,17511
546741,16/03/2011 12:22,13261
546742,16/03/2011 12:26,12849
546748,16/03/2011 12:42,15182
546749,16/03/2011 12:43,14543
546750,16/03/2011 12:44,14543
546751,16/03/2011 12:45,13668
546752,16/03/2011 12:55,13299
546753,16/03/2011 13:00,16383
546754,16/03/2011 13:13,13027
546755,16/03/2011 13:29,12502
546757,16/03/2011 13:44,15381
546759,16/03/2011 13:58,12712
546760,16/03/2011 14:00,12597
546761,16/03/2011 14:02,17858
546762,16/03/2011 14:12,17961
546764,16/03/2011 14:31,15671
546765,16/03/2011 14:37,12437
546766,16/03/2011 14:49,12971
546767,16/03/2011 14:51,12971
546768,16/03/2011 14:54,15694
546769,16/03/2011 14:57,17504
546770,16/03/2011 15:17,12523
546771,16/03/2011 15:19,17515
546772,16/03/2011 15:34,15030
546774,16/03/2011 15:45,14505
546775,16/03/2011 15:58,17306
546776,16/03/2011 16:08,17460
